source,make,model,year,price,mileage,location,listing_date,link_to_buyer,link_to_image
autotrader,Mercedes-Benz,CLS,2021,79995,15264,TORONTO,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/cls/toronto/ontario/5_60977695_20130604113150356/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Hyundai,Tucson,2020,23488,61188,MISSISSAUGA,2024-03-10,https://www.autotrader.ca/a/hyundai/tucson/mississauga/ontario/5_61645640_on20070813094959516/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=5_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Mazda,CX-5,2020,27985,45918,MARKHAM,2024-03-10,https://www.autotrader.ca/a/mazda/cx-5/markham/ontario/5_61674053_on20080616103051052/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=6_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Audi,Q8,2024,88888,750,TORONTO,2024-03-10,https://www.autotrader.ca/a/audi/q8%20e-tron%20sportback/toronto/ontario/5_61658839_on20071012141532742/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=7_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Nissan,Rogue,2015,17556,61942,OTTAWA,2024-03-10,https://www.autotrader.ca/a/nissan/rogue/vaughan/ontario/5_61663098_20230620200618904/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=8_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Chrysler,Pacifica,2022,37900,71200,AURORA,2024-03-10,https://www.autotrader.ca/a/chrysler/pacifica/aurora/ontario/5_61670367_on20080505104026031/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=9_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Audi,SQ8,2022,92998,54132,THORNHILL,2024-03-10,https://www.autotrader.ca/a/audi/sq8/thornhill/ontario/5_61641590_on20090112102238078/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=11_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,BMW,2,2015,24888,94657,TORONTO,2024-03-10,https://www.autotrader.ca/a/bmw/2%20series/toronto/ontario/5_61692294_on20070924093533494/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=12_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Acura,RDX,2021,34921,44899,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/acura/rdx/brampton/ontario/5_61674161_on20070924092442010/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=13_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Mazda,Mazda3,2019,20690,29275,ONLINE ONLY,2024-03-10,https://www.autotrader.ca/a/mazda/mazda3/toronto/ontario/5_61350185_20190930123640743/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Toyota,Corolla,2022,28990,8271,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/toyota/corolla%20hatchback/brampton/ontario/5_61662303_on20080206114311023/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=14_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Jeep,Compass,2022,33988,38654,BURLINGTON,2024-03-10,https://www.autotrader.ca/a/jeep/compass/burlington/ontario/5_61661109_on20080123130422398/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=15_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/202401-2916-5410/43690c6d-3ca3-47cc-940e-2270c6bd99e5.jpg-180x135
autotrader,Volvo,XC90,2020,53899,89000,AJAX,2024-03-10,https://www.autotrader.ca/a/volvo/xc90/ajax/ontario/5_58673488_20221124220337729/?showcpo=ShowCpo&ncse=no&ursrc=ts&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Hyundai,Elantra,2020,21450,46893,GEORGETOWN,2024-03-10,https://www.autotrader.ca/a/hyundai/elantra/georgetown/ontario/5_60451654_on20080206114620836/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=1&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Mazda,CX-3,2019,22950,99755,GEORGETOWN,2024-03-10,https://www.autotrader.ca/a/mazda/cx-3/georgetown/ontario/5_61626565_on20080206114620836/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=2&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Porsche,Cayenne,2023,195900,16370,MARKHAM,2024-03-10,https://www.autotrader.ca/a/porsche/cayenne/markham/ontario/5_60778036_20201016195724160/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=4&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Chevrolet,Sonic,2012,9999,110347,OAKVILLE,2024-03-10,https://www.autotrader.ca/a/chevrolet/sonic/oakville/ontario/5_61459254_on20090311093054836/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=5&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Mercedes-Benz,CLA,2020,35499,60000,SCARBOROUGH,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/cla/scarborough/ontario/19_12777941_/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=6&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Ford,,2016,22999,199000,YORK,2024-03-10,https://www.autotrader.ca/a/ford/f-150/york/ontario/19_12787811_/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=7&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Honda,Civic,2023,66800,4785,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/honda/civic%20type%20r/brampton/ontario/5_61662225_on20080206114311023/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=16_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Hyundai,Palisade,2022,49955,21940,AJAX,2024-03-10,https://www.autotrader.ca/a/hyundai/palisade/ajax/ontario/5_61652847_20151211101842274/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=17_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Infiniti,QX80,2021,55995,76366,MARKHAM,2024-03-10,https://www.autotrader.ca/a/infiniti/qx80/markham/ontario/5_61545805_on20080317092124390/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=18_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,BMW,3 Series,2023,53899,23503,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/bmw/3%20series/brampton/ontario/5_61662135_on20080206114311023/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=19_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Nissan,,2022,23494,22351,MISSISSAUGA,2024-03-10,https://www.autotrader.ca/a/nissan/qashqai/mississauga/ontario/5_61232058_on20070813094418423/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Kia,Carnival,2022,35888,56660,TORONTO,2024-03-10,https://www.autotrader.ca/a/kia/carnival/toronto/ontario/5_61658848_on20071012141532742/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=20_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Mercedes-Benz,C-Class,2017,63888,59023,TORONTO,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/c-class/toronto/ontario/5_61704817_on20090225101957871/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=21_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Lexus,IS,2009,9990,160000,THORNHILL,2024-03-10,https://www.autotrader.ca/a/lexus/is/thornhill/ontario/5_61702792_on20080211122206054/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=22_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Volkswagen,Golf,2010,10980,170139,NORTH YORK,2024-03-10,https://www.autotrader.ca/a/volkswagen/gti/north%20york/ontario/5_59965968_20170519165500647/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=23_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Nissan,,2021,25777,13842,TORONTO,2024-03-10,https://www.autotrader.ca/a/nissan/qashqai/toronto/ontario/5_61685597_20200518163843180/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=24_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Hyundai,Elantra,2022,26988,37000,OAKVILLE,2024-03-10,https://www.autotrader.ca/a/hyundai/elantra/oakville/ontario/5_61665011_on20080128101846476/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=25_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Toyota,,2020,48995,74891,TORONTO,2024-03-10,https://www.autotrader.ca/a/toyota/tundra/toronto/ontario/5_61690452_on20071128115044631/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=27_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Acura,TLX,2021,55910,48914,VAUGHAN,2024-03-10,https://www.autotrader.ca/a/acura/tlx/vaughan/ontario/5_61662769_20090806102017371/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=28_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Hyundai,Elantra,2020,24992,65474,OTTAWA,2024-03-10,https://www.autotrader.ca/a/hyundai/elantra/ottawa/ontario/5_61548521_20240216141419954/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,Chevrolet,Corvette,2016,65910,45819,VAUGHAN,2024-03-10,https://www.autotrader.ca/a/chevrolet/corvette/vaughan/ontario/5_61702121_20090806102017371/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=29_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202402/0901/5623/7ccf7be6-083e-4ea1-b980-ad4518c99d96.jpg-180x135
autotrader,BMW,4 Series,2018,29680,78000,THORNHILL,2024-03-10,https://www.autotrader.ca/a/bmw/4%20series/thornhill/ontario/5_60808765_on20080211122206054/?showcpo=ShowCpo&ncse=no&ursrc=ts&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Lexus,IS,2014,22191,161000,NORTH YORK,2024-03-10,https://www.autotrader.ca/a/lexus/is/north%20york/ontario/5_60700989_20111115101047209/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=2&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Nissan,Maxima,2017,21955,92778,AJAX,2024-03-10,https://www.autotrader.ca/a/nissan/maxima/ajax/ontario/5_61221827_20151211101842274/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=3&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Porsche,911,2018,109999,59500,CONCORD,2024-03-10,https://www.autotrader.ca/a/porsche/911/concord/ontario/5_58491820_20190122192348783/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=4&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Toyota,RAV4,2023,36998,18300,BOLTON,2024-03-10,https://www.autotrader.ca/a/toyota/rav4/bolton/ontario/5_61282847_on20071012155600117/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=5&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Ford,,2020,34899,68545,ETOBICOKE,2024-03-10,https://www.autotrader.ca/a/ford/ranger/etobicoke/ontario/19_12786451_/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=6&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Subaru,Crosstrek,2019,24499,80200,TORONTO,2024-03-10,https://www.autotrader.ca/a/subaru/crosstrek/toronto/ontario/5_58305643_on20080121110312429/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=8&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Volvo,XC90,2020,56674,58548,OAKVILLE,2024-03-10,https://www.autotrader.ca/a/volvo/xc90%20hybrid/oakville/ontario/5_61194042_on20080116103513781/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=31_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Porsche,911,2019,119988,31711,BURLINGTON,2024-03-10,https://www.autotrader.ca/a/porsche/911/burlington/ontario/5_61673964_20141126161143884/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=32_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Mercedes-Benz,Metris Passenger,2018,36500,77850,RICHMOND HILL,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/metris%20passenger%20van/richmond%20hill/ontario/5_61692723_20181206204751508/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=33_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Porsche,Macan,2021,68900,29150,VAUGHAN,2024-03-10,https://www.autotrader.ca/a/porsche/macan/vaughan/ontario/5_61618818_on20080128101817289/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=34_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Audi,Q8,2022,77000,37107,LONDON,2024-03-10,https://www.autotrader.ca/a/audi/q8/london/ontario/5_61559474_20160524183256925/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Nissan,Altima,2019,24443,57075,TORONTO,2024-03-10,https://www.autotrader.ca/a/nissan/altima/toronto/ontario/5_61652859_on20080430102916422/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=35_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Audi,Q3,2020,30995,48845,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/audi/q3/brampton/ontario/5_61607349_20170830210745862/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=36_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Kia,Seltos,2024,33999,9966,TORONTO,2024-03-10,https://www.autotrader.ca/a/kia/seltos/toronto/ontario/5_61637201_20171214050211725/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=37_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Toyota,4Runner,2020,43995,66078,TORONTO,2024-03-10,https://www.autotrader.ca/a/toyota/4runner/toronto/ontario/5_61675311_on20071128115044631/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=38_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,BMW,3 Series,2017,24995,49920,THORNHILL,2024-03-10,https://www.autotrader.ca/a/bmw/3%20series/thornhill/ontario/5_61662719_20230503143621312/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=39_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Honda,Pilot,2011,8488,261154,TORONTO,2024-03-10,https://www.autotrader.ca/a/honda/pilot/toronto/ontario/5_61670130_on20080611094525059/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=40_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Volvo,XC90,2020,53995,10750,TORONTO,2024-03-10,https://www.autotrader.ca/a/volvo/xc90/toronto/ontario/5_61692305_on20080915094302220/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=41_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Chevrolet,,2018,36999,24758,MILTON,2024-03-10,https://www.autotrader.ca/a/chevrolet/silverado%201500/milton/ontario/5_61672007_on20070704162946619/?showcpo=ShowCpo&ncse=no&ursrc=boost&orup=42_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Ford,Mustang,2022,42888,16526,AURORA,2024-03-10,https://www.autotrader.ca/a/ford/mustang/aurora/ontario/5_61655393_20171023191429027/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=43_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Nissan,Maxima,2016,19495,101709,RICHMOND HILL,2024-03-10,https://www.autotrader.ca/a/nissan/maxima/richmond%20hill/ontario/5_61656680_20171129143030312/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Audi,A5,2023,57995,13561,BRAMPTON,2024-03-10,https://www.autotrader.ca/a/audi/a5/brampton/ontario/5_61690831_20140729155225432/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=44_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Honda,Pilot,2018,25888,136427,TORONTO,2024-03-10,https://www.autotrader.ca/a/honda/pilot/toronto/ontario/5_61655510_on20071012141532742/?showcpo=ShowCpo&ncse=no&ursrc=boost_hl&orup=45_15_62894&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202312/1502/2220/7c6e8e4a-1d6b-4323-af61-cc162bdcebe1.jpg-180x135
autotrader,Mercedes-Benz,,2020,73888,78467,VAUGHAN,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/e-class/vaughan/ontario/5_59983508_20220301201300017/?showcpo=ShowCpo&ncse=no&ursrc=ts&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202311/0320/2014/070e3425-7fa3-4b82-b1ff-5123b54c63a7.jpg-180x135
autotrader,Jeep,Grand Cherokee,2022,61798,13431,THORNHILL,2024-03-10,https://www.autotrader.ca/a/jeep/grand%20cherokee/thornhill/ontario/5_60661506_on20090112102238078/?showcpo=ShowCpo&ncse=no&ursrc=xpl&urp=1&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202311/0320/2014/070e3425-7fa3-4b82-b1ff-5123b54c63a7.jpg-180x135
autotrader,Mercedes-Benz,B-Class,2017,16950,117211,GEORGETOWN,2024-03-10,https://www.autotrader.ca/a/mercedes-benz/b-class/georgetown/ontario/5_61691983_on20080206114620836/?showcpo=ShowCpo&ncse=no&ursrc=pl&urp=2&urm=8&sprx=50,https://tdrpmimages.azureedge.net/photos/import/202311/0320/2014/070e3425-7fa3-4b82-b1ff-5123b54c63a7.jpg-180x135
